,logFC,AveExpr,t,P.Value,adj.P.Val,B,SYMBOLS
MIOX,-0.038707447,3.207431981,0.768920984,0.45062625,0.858813939,-5.426092034,MIOX
OR10H4,0.052369076,3.261490099,-0.768740841,0.450730877,0.858936152,-5.426217234,OR10H4
BTBD1,-0.090705826,4.044570069,0.768526705,0.450855265,0.859009558,-5.426366023,BTBD1
ST5,0.043994369,3.348999537,-0.768503162,0.450868942,0.859009558,-5.426382379,ST5
CFAP161,0.040875667,3.261954776,-0.768355371,0.450954806,0.859009558,-5.426485044,CFAP161
CDH10,0.042088309,3.220563443,-0.768341893,0.450962637,0.859009558,-5.426494406,CDH10
CLEC4GP1,0.035036848,3.193943856,-0.768325921,0.450971917,0.859009558,-5.4265055,CLEC4GP1
OSTF1,0.170724284,6.922299873,-0.768228888,0.451028298,0.859039798,-5.426572893,OSTF1
NDUFB7,0.169705015,6.105008746,-0.768140566,0.451079621,0.859060398,-5.426634228,NDUFB7
LOC653160,-0.043825365,3.313049533,0.768067262,0.45112222,0.859064383,-5.426685129,LOC653160
C15orf54,0.053162828,3.354413034,-0.76778129,0.45128843,0.85923118,-5.42688366,C15orf54
JKAMP,-0.09728462,4.377753131,0.767747393,0.451308133,0.85923118,-5.426907189,JKAMP
SCUBE3,0.040886208,3.196891135,-0.767707448,0.451331353,0.85923118,-5.426934913,SCUBE3
FAM86B3P,0.063338508,3.548625426,-0.767634039,0.451374028,0.859235291,-5.42698586,FAM86B3P
TMEM150C,0.045321203,3.326453656,-0.767401093,0.451509461,0.85930604,-5.427147499,TMEM150C
KCTD15,-0.075602772,3.564693917,0.767315588,0.45155918,0.85930604,-5.427206818,KCTD15
CCR4,0.069699922,3.591067974,-0.767265078,0.451588551,0.85930604,-5.427241857,CCR4
GDAP1L1,-0.03884742,3.273912583,0.767244343,0.451600609,0.85930604,-5.42725624,GDAP1L1
MDK,0.062377414,3.381838697,-0.767221688,0.451613783,0.85930604,-5.427271954,MDK
SIAH1,-0.213577111,6.176114206,0.767141621,0.451660346,0.85931754,-5.427327489,SIAH1
IFNA2,0.047617935,3.238842086,-0.767037538,0.45172088,0.859346373,-5.427399673,IFNA2
ARHGAP31,-0.071511422,3.452575863,0.766976225,0.45175654,0.859346373,-5.427442191,ARHGAP31
SAFB2,0.149074536,4.978209323,-0.7666519,0.451945205,0.859513533,-5.427667043,SAFB2
COL4A2,-0.055272269,3.409408826,0.766509801,0.452027881,0.859513533,-5.427765531,COL4A2
NR2F6,-0.062546139,3.547539133,0.766338519,0.452127549,0.859513533,-5.427884223,NR2F6
NUDCD1,0.040473481,3.239464595,-0.766098491,0.452267242,0.859513533,-5.428050511,NUDCD1
LRRC8A,0.069263178,3.743587702,-0.766009476,0.452319054,0.859513533,-5.428112167,LRRC8A
CEP85L,-0.105271311,4.495947721,0.765986885,0.452332204,0.859513533,-5.428127813,CEP85L
PFN2,0.043106096,3.180225451,-0.765763016,0.452462527,0.859513533,-5.428282841,PFN2
CA14,0.033713895,3.150593015,-0.765754178,0.452467672,0.859513533,-5.42828896,CA14
SND1,-0.145878298,7.436980501,0.76571694,0.452489352,0.859513533,-5.428314743,SND1
DNAL1,0.05959287,3.462853037,-0.765665742,0.452519161,0.859513533,-5.428350189,DNAL1
CARTPT,0.043438358,3.377677578,-0.765659538,0.452522774,0.859513533,-5.428354485,CARTPT
MIR362,0.044869033,3.193147245,-0.765628791,0.452540676,0.859513533,-5.428375771,MIR362
ADGRF4,-0.033416724,3.08760152,0.765605865,0.452554024,0.859513533,-5.428391641,ADGRF4
OR2T8,0.041739248,3.197898979,-0.765498028,0.452616817,0.859513533,-5.428466289,OR2T8
ZNFX1,0.124177744,4.852657573,-0.765461301,0.452638204,0.859513533,-5.42849171,ZNFX1
ZNF441,0.035000794,3.105034106,-0.765441048,0.452649998,0.859513533,-5.428505728,ZNF441
SYNGR2,-0.180364745,8.734995287,0.76536477,0.452694418,0.859513533,-5.428558519,SYNGR2
OR2A14,0.048450782,3.374216121,-0.765288117,0.452739061,0.859513533,-5.428611565,OR2A14
CRCT1,0.040201261,3.32943252,-0.765285598,0.452740528,0.859513533,-5.428613308,CRCT1
ACTL7A,-0.030814706,3.131330287,0.765205188,0.452787361,0.859513533,-5.428668949,ACTL7A
UQCRQ,0.173713172,6.589688499,-0.765104974,0.452845732,0.859513533,-5.428738285,UQCRQ
ATG9A,0.142008406,5.564693298,-0.765025456,0.452892052,0.859513533,-5.428793296,ATG9A
SLC25A11,0.101721685,4.504058095,-0.765016753,0.452897122,0.859513533,-5.428799316,SLC25A11
MIR571,0.048167225,3.438321613,-0.764996962,0.452908651,0.859513533,-5.428813007,MIR571
ZBTB37,0.040679939,3.203413422,-0.764982723,0.452916946,0.859513533,-5.428822857,ZBTB37
CASP3,-0.148445103,6.341164345,0.764933666,0.452945524,0.859513533,-5.428856791,CASP3
CCBE1,-0.159386507,9.325458217,0.764915342,0.452956199,0.859513533,-5.428869465,CCBE1
SNTB1,-0.081284468,3.562972213,0.764875871,0.452979195,0.859513533,-5.428896766,SNTB1
EYA4,-0.033723269,3.17502786,0.764466078,0.453217976,0.859805497,-5.429180126,EYA4
GATC,-0.076882943,3.627230284,0.764430615,0.453238644,0.859805497,-5.429204642,GATC
PACRG-AS1,0.040670575,3.351654573,-0.764403083,0.45325469,0.859805497,-5.429223673,PACRG-AS1
C1QL3,0.04572995,3.233320715,-0.764210966,0.453366665,0.859879079,-5.429356457,C1QL3
ZBTB24,-0.110658142,4.582595446,0.764197407,0.453374569,0.859879079,-5.429365828,ZBTB24
ZNF83,-0.073611768,3.51283359,0.763968431,0.453508052,0.859998127,-5.429524044,ZNF83
C22orf23,-0.03978316,3.215392141,0.763950615,0.453518439,0.859998127,-5.429536353,C22orf23
CCZ1B,0.261765571,5.943706869,-0.763822205,0.453593307,0.860009061,-5.429625059,CCZ1B
OR51G1,0.038136312,3.16415376,-0.763775048,0.453620804,0.860009061,-5.429657632,OR51G1
GAGE6,0.04685502,3.228702743,-0.76373208,0.453645859,0.860009061,-5.429687309,GAGE6
LDB2,0.050498059,3.477213714,-0.763544259,0.453755388,0.860055491,-5.429817018,LDB2
PLA2G7,0.102289351,3.738261553,-0.76351984,0.45376963,0.860055491,-5.429833879,PLA2G7
KRBA2,0.039164053,3.218740898,-0.763481466,0.45379201,0.860055491,-5.429860376,KRBA2
CNPY3,0.097883055,4.309510428,-0.763204295,0.453953681,0.860239316,-5.430051719,CNPY3
RAB6D,0.045003756,3.206119417,-0.763176106,0.453970126,0.860239316,-5.430071176,RAB6D
BRIP1,0.041471031,3.235962058,-0.763080172,0.454026092,0.860261353,-5.430137385,BRIP1
ARHGEF10L,-0.063514016,3.51595305,0.763017115,0.454062881,0.860261353,-5.430180901,ARHGEF10L
LOC392232,0.035838193,3.230365597,-0.762693626,0.454251642,0.860494195,-5.430404086,LOC392232
ARSF,-0.031322558,3.160381193,0.762667432,0.454266928,0.860494195,-5.430422154,ARSF
ALX1,0.049175926,3.45464055,-0.762482996,0.454374572,0.860579669,-5.430549358,ALX1
NEDD4L,-0.075885936,3.810897615,0.762368481,0.454441416,0.860579669,-5.430628324,NEDD4L
USP9Y,-0.046742977,3.210044426,0.762295362,0.454484099,0.860579669,-5.430678739,USP9Y
OLFML1,0.043939067,3.209306124,-0.762250079,0.454510534,0.860579669,-5.430709958,OLFML1
FBN3,-0.054891365,3.268311516,0.762205619,0.45453649,0.860579669,-5.430740609,FBN3
TTTY18,-0.053482212,3.203870616,0.762147733,0.454570285,0.860579669,-5.430780513,TTTY18
FAM90A7P,-0.046802798,3.255768422,0.76208458,0.454607156,0.860579669,-5.430824044,FAM90A7P
KCNJ8,-0.045190062,3.258814833,0.762034023,0.454636675,0.860579669,-5.430858891,KCNJ8
PHF21B,0.046880204,3.361203646,-0.761803689,0.454771176,0.860757439,-5.431017622,PHF21B
ASXL2,0.125277524,5.110116458,-0.761260211,0.455088629,0.860981869,-5.431391974,ASXL2
GRIN1,-0.044739105,3.207983048,0.76111581,0.455172998,0.860981869,-5.431491396,GRIN1
PMCHL2,0.043419082,3.286550842,-0.761000743,0.455240235,0.860981869,-5.431570609,PMCHL2
KLF17,0.034891741,3.264144342,-0.7609579,0.45526527,0.860981869,-5.431600099,KLF17
CPLX2,-0.049053809,3.450354178,0.760891943,0.455303815,0.860981869,-5.431645496,CPLX2
SAA1,-0.039172109,3.287628418,0.760847351,0.455329875,0.860981869,-5.431676187,SAA1
CITED4,0.036244695,3.268175959,-0.760778807,0.455369935,0.860981869,-5.431723359,CITED4
GABRA5,0.03576196,3.199932722,-0.760718282,0.45540531,0.860981869,-5.431765008,GABRA5
ITGA2,0.041267231,3.418509921,-0.760718247,0.455405331,0.860981869,-5.431765032,ITGA2
WDR31,0.034262531,3.155081231,-0.760641321,0.455450294,0.860981869,-5.431817963,WDR31
RNASE7,0.038676699,3.147654155,-0.760640272,0.455450907,0.860981869,-5.431818686,RNASE7
SLC37A3,0.05280539,3.405526414,-0.7604549,0.455559268,0.860981869,-5.431946216,SLC37A3
TPTE2P5,0.049855082,3.370048377,-0.760442495,0.45556652,0.860981869,-5.431954749,TPTE2P5
KRTAP19-3,0.042753733,3.234466654,-0.760415806,0.455582123,0.860981869,-5.431973108,KRTAP19-3
RASA2,0.064651558,3.579703234,-0.760374317,0.455606378,0.860981869,-5.432001646,RASA2
LINC00485,0.036092676,3.200703775,-0.760323465,0.455636109,0.860981869,-5.432036621,LINC00485
EIF5,-0.147804093,5.123124707,0.76031996,0.455638158,0.860981869,-5.432039032,EIF5
LOH12CR2,0.041511013,3.238192711,-0.760277624,0.455662911,0.860981869,-5.432068149,LOH12CR2
SMG8,0.090078022,4.102371716,-0.760229683,0.455690942,0.860981869,-5.432101119,SMG8
SLC39A14,0.053823285,3.3844946,-0.760149316,0.455737934,0.860981869,-5.432156385,SLC39A14
CYTH3,0.050835559,3.591796422,-0.760141868,0.455742289,0.860981869,-5.432161506,CYTH3
BCL2A1,-0.053297268,3.568844528,0.759988112,0.455832202,0.861075028,-5.432267222,BCL2A1
BTN2A2,-0.092762084,3.859561649,0.759898786,0.455884443,0.861097014,-5.43232863,BTN2A2
ACTRT2,-0.037935825,3.158026516,0.759497761,0.456119021,0.861453871,-5.432604234,ACTRT2
H1FX-AS1,-0.037650401,3.249393756,0.759272287,0.456250942,0.861453871,-5.432759131,H1FX-AS1
MAB21L3,0.036406657,3.334955218,-0.759241343,0.456269049,0.861453871,-5.432780386,MAB21L3
APOC2,-0.038744109,3.327423237,0.75916481,0.456313834,0.861453871,-5.432832951,APOC2
CCL21,0.039235057,3.261695964,-0.759164392,0.456314078,0.861453871,-5.432833237,CCL21
USP30-AS1,0.077819291,3.681502601,-0.75915925,0.456317087,0.861453871,-5.432836769,USP30-AS1
CCDC122,0.040996679,3.290842219,-0.758892305,0.456473317,0.861645602,-5.433020074,CCDC122
MIR612,0.040690575,3.275347938,-0.75884688,0.456499905,0.861645602,-5.43305126,MIR612
N6AMT1,-0.052886498,3.507172862,0.758753202,0.456554739,0.861672414,-5.433115568,N6AMT1
GNG11,-0.147076572,3.969239392,0.758667535,0.456604889,0.861690379,-5.433174371,GNG11
LRFN5,-0.036620799,3.270912917,0.758521479,0.456690396,0.861773151,-5.433274611,LRFN5
SNORD28,0.041508973,3.166832694,-0.75841531,0.456752558,0.861773151,-5.433347464,SNORD28
CHRFAM7A,0.044116868,3.357776821,-0.758365319,0.45678183,0.861773151,-5.433381765,CHRFAM7A
MORN1,-0.029738424,3.158580782,0.758240315,0.456855029,0.861773151,-5.433467526,MORN1
CSTB,0.172486727,7.964125971,-0.758121618,0.456924542,0.861773151,-5.433548947,CSTB
INMT,0.035054494,3.18795731,-0.757932481,0.45703532,0.861773151,-5.433678662,INMT
TRIP6,0.15885629,5.081737665,-0.75771898,0.457160387,0.861773151,-5.43382505,TRIP6
CERKL,-0.044550584,3.466978255,0.757675768,0.457185703,0.861773151,-5.433854674,CERKL
MCTP1,0.082834891,3.514117262,-0.757673239,0.457187185,0.861773151,-5.433856408,MCTP1
EEFSEC,0.039636709,3.259704183,-0.757654378,0.457198235,0.861773151,-5.433869338,EEFSEC
SLC17A4,-0.040607746,3.257088836,0.757608098,0.457225349,0.861773151,-5.433901062,SLC17A4
VAMP4,-0.122691397,4.625439515,0.75743806,0.45732498,0.861773151,-5.434017606,VAMP4
STK17B,0.100145723,4.065103942,-0.757404988,0.457344359,0.861773151,-5.434040271,STK17B
C2,0.04538123,3.418514148,-0.757401116,0.457346628,0.861773151,-5.434042924,C2
MT1IP,0.092069636,4.134811265,-0.757357335,0.457372284,0.861773151,-5.434072926,MT1IP
LOC728613,0.042966769,3.273664591,-0.757344564,0.457379767,0.861773151,-5.434081677,LOC728613
OR11H2,0.053474936,3.389854121,-0.757311408,0.457399197,0.861773151,-5.434104397,OR11H2
OSBPL3,-0.081290499,3.992786971,0.75710708,0.457518948,0.861773151,-5.434244389,OSBPL3
METTL3,-0.168193986,5.690757893,0.756958497,0.45760604,0.861773151,-5.434346165,METTL3
TAS2R7,0.03733151,3.143016616,-0.756919132,0.457629116,0.861773151,-5.434373127,TAS2R7
ITPK1-AS1,0.089716441,10.26149639,-0.756897732,0.457641661,0.861773151,-5.434387783,ITPK1-AS1
MAN1B1,-0.167640048,7.045070364,0.75683772,0.457676841,0.861773151,-5.434428881,MAN1B1
KRTAP19-4,0.03676902,3.195131697,-0.756691697,0.457762451,0.861773151,-5.434528871,KRTAP19-4
PP12613,0.047590598,3.462409758,-0.75649608,0.457877151,0.861773151,-5.434662792,PP12613
PLEKHN1,-0.081595343,3.851997035,0.7564257,0.457918423,0.861773151,-5.434710967,PLEKHN1
YBX1,-0.098508489,9.588270158,0.756372212,0.45794979,0.861773151,-5.434747577,YBX1
PIWIL1,-0.043065439,3.281365472,0.756369329,0.457951481,0.861773151,-5.43474955,PIWIL1
STPG1,0.071417232,3.504498338,-0.756327584,0.457975962,0.861773151,-5.43477812,STPG1
CHAC2,-0.038818934,3.237450785,0.756316186,0.457982647,0.861773151,-5.434785921,CHAC2
EIF3CL,0.05072371,3.328829853,-0.75625796,0.458016797,0.861773151,-5.434825768,EIF3CL
CCM2L,0.03215619,3.132443267,-0.756245105,0.458024336,0.861773151,-5.434834565,CCM2L
SPDYE6,-0.117663428,4.869606952,0.756214183,0.458042472,0.861773151,-5.434855724,SPDYE6
ZNF219,-0.061341825,3.487858802,0.75620996,0.458044949,0.861773151,-5.434858614,ZNF219
KIAA1107,-0.032180218,3.219192872,0.75619686,0.458052632,0.861773151,-5.434867578,KIAA1107
TFDP2,0.070195404,3.801548167,-0.756165628,0.458070951,0.861773151,-5.434888949,TFDP2
ANXA2P3,-0.049644311,3.445551696,0.756085724,0.45811782,0.861784878,-5.43494362,ANXA2P3
CHIA,-0.038396721,3.219428305,0.755830158,0.458267745,0.86199045,-5.435118444,CHIA
CLSPN,0.046595224,3.463061582,-0.755749441,0.458315102,0.861990466,-5.435173649,CLSPN
ASCL1,-0.039634605,3.231249848,0.755687862,0.458351233,0.861990466,-5.43521576,ASCL1
SPAG9,0.119026973,4.375318212,-0.755622329,0.458389687,0.861990466,-5.435260572,SPAG9
TSPAN14,0.224666424,5.605564552,-0.755362738,0.458542028,0.862197035,-5.435438048,TSPAN14
HOMER3,0.1449885,3.946754611,-0.755296601,0.458580845,0.862197035,-5.435483255,HOMER3
ESYT3,-0.036104298,3.206727658,0.75517789,0.458650524,0.862251601,-5.435564388,ESYT3
CCNB1,-0.156963654,4.166389052,0.755059107,0.458720252,0.862280292,-5.435645559,CCNB1
S100G,0.033145279,3.121405119,-0.754970559,0.458772235,0.862280292,-5.43570606,S100G
RFPL1S,0.0487325,3.333164189,-0.754892856,0.458817855,0.862280292,-5.435759147,RFPL1S
MYO5C,0.067062009,3.600595952,-0.754874864,0.458828418,0.862280292,-5.435771438,MYO5C
ARHGAP22,0.046012214,3.235411694,-0.75477102,0.45888939,0.862317624,-5.435842374,ARHGAP22
FBXO34,-0.119757465,4.607014268,0.754702536,0.458929603,0.862317624,-5.43588915,FBXO34
LNX2,-0.051466963,3.552129033,0.754187629,0.45923202,0.862539107,-5.436240719,LNX2
PTPRQ,0.047746611,3.414871117,-0.75411975,0.459271896,0.862539107,-5.436287049,PTPRQ
HIGD1C,-0.044096264,3.234377684,0.754094108,0.45928696,0.862539107,-5.436304549,HIGD1C
CRYBB3,0.038226432,3.20334591,-0.754058718,0.459307751,0.862539107,-5.436328701,CRYBB3
OR4D5,-0.036476637,3.26233929,0.754046012,0.459315216,0.862539107,-5.436337372,OR4D5
KRTAP22-1,0.034531581,3.238191011,-0.754020812,0.459330021,0.862539107,-5.43635457,KRTAP22-1
AMELY,0.054004406,3.304446233,-0.754017153,0.459332171,0.862539107,-5.436357066,AMELY
KIT,-0.038995085,3.261774285,0.753938711,0.459378258,0.862549279,-5.436410594,KIT
SNORA70B,0.047475988,3.479409724,-0.75372516,0.459503741,0.862662732,-5.436556291,SNORA70B
TTC9,0.037868994,3.254010428,-0.753652994,0.45954615,0.862662732,-5.436605518,TTC9
TMEM189,-0.154924273,4.979888919,0.753628219,0.45956071,0.862662732,-5.436622417,TMEM189
SNRNP27,-0.105041862,4.849183114,0.75318728,0.45981989,0.863072859,-5.436923093,SNRNP27
VHLL,0.030418017,3.186516749,-0.75298616,0.459938136,0.863146799,-5.437060181,VHLL
COPS5,-0.145436251,7.428227346,0.752958319,0.459954506,0.863146799,-5.437079155,COPS5
FZD2,0.135203991,3.558324096,-0.752912614,0.459981381,0.863146799,-5.437110303,FZD2
YWHAZ,0.154105355,8.102859925,-0.752828386,0.46003091,0.863163367,-5.437167699,YWHAZ
ODF4,-0.040024388,3.309189467,0.752688593,0.46011312,0.863241245,-5.437262946,ODF4
LGI4,-0.039779158,3.214684566,0.752389082,0.460289287,0.863353352,-5.43746696,LGI4
ZNF749,-0.055878618,3.303897016,0.75238,0.46029463,0.863353352,-5.437473145,ZNF749
PANK3,0.053307469,3.383631953,-0.752379371,0.460295,0.863353352,-5.437473573,PANK3
MIR613,0.037524784,3.201037529,-0.752194355,0.460403845,0.86348114,-5.437599559,MIR613
ARAP1,-0.137555775,5.320663411,0.752062921,0.460481176,0.863549808,-5.43768904,ARAP1
LOC729970,0.05406033,3.469787485,-0.751960242,0.460541595,0.86358675,-5.437758935,LOC729970
SH3BP2,0.047312807,3.235609126,-0.751854389,0.460603886,0.863627196,-5.437830981,SH3BP2
LSP1P5,0.08792931,3.805203579,-0.751725192,0.460679921,0.863681849,-5.437918901,LSP1P5
GIPC2,0.04213287,3.213647375,-0.75166647,0.460714483,0.863681849,-5.437958859,GIPC2
APOBEC3G,0.151973492,5.377748536,-0.751535581,0.460791525,0.863749926,-5.43804791,APOBEC3G
SNORD65,0.053464284,3.383345591,-0.75120554,0.460985824,0.863767806,-5.438272391,SNORD65
SH2D5,0.04165732,3.252027657,-0.751189718,0.46099514,0.863767806,-5.43828315,SH2D5
GPATCH1,-0.037665481,3.192553766,0.751180001,0.461000861,0.863767806,-5.438289758,GPATCH1
GORAB,-0.099852993,4.063047026,0.751123074,0.461034381,0.863767806,-5.438328467,GORAB
PPP6R1,-0.152745647,6.280881703,0.751109099,0.461042609,0.863767806,-5.438337969,PPP6R1
NLRP2,0.164967795,4.033384932,-0.751104302,0.461045434,0.863767806,-5.438341231,NLRP2
GNPDA2,-0.061560504,3.542521781,0.751011048,0.461100347,0.863794378,-5.438404634,GNPDA2
GADL1,-0.030994916,3.179063452,0.750621997,0.461329483,0.864097785,-5.438669069,GADL1
PPP1R14C,-0.038938326,3.231503395,0.75054564,0.461374462,0.864097785,-5.438720953,PPP1R14C
OCLN,-0.050205497,3.541115901,0.750342076,0.461494387,0.864097785,-5.438859248,OCLN
MBD3L1,-0.034666488,3.145307855,0.750341013,0.461495014,0.864097785,-5.43885997,MBD3L1
COA5,-0.107258578,4.565093526,0.750269806,0.461536968,0.864097785,-5.438908338,COA5
CYP20A1,-0.086526903,4.313054901,0.750217806,0.461567608,0.864097785,-5.438943657,CYP20A1
ZNF687-AS1,-0.056155359,3.522217254,0.750191724,0.461582977,0.864097785,-5.438961371,ZNF687-AS1
TRAPPC4,0.15135664,7.108936271,-0.750182758,0.46158826,0.864097785,-5.43896746,TRAPPC4
ETFBKMT,-0.038677107,3.275907298,0.749911732,0.461747977,0.86413466,-5.439151496,ETFBKMT
HUS1B,0.106621315,4.236052533,-0.74990234,0.461753513,0.86413466,-5.439157872,HUS1B
KLF11,-0.137419012,5.713302766,0.749882479,0.461765219,0.86413466,-5.439171357,KLF11
ATCAY,0.042126726,3.173232363,-0.749872771,0.46177094,0.86413466,-5.439177947,ATCAY
PDZRN3,-0.036476987,3.19084053,0.749803121,0.461811992,0.864135233,-5.439225229,PDZRN3
ANGPTL6,0.046601291,3.368927595,-0.749488683,0.46199735,0.864369018,-5.439438636,ANGPTL6
GPR87,0.043287197,3.178632808,-0.749416821,0.462039718,0.864369018,-5.439487397,GPR87
IFT81,0.038670041,3.168461743,-0.749352792,0.46207747,0.864369018,-5.439530839,IFT81
CIAO3,0.103101582,4.309338321,-0.749314652,0.462099959,0.864369018,-5.439556714,CIAO3
ZNF720,-0.037772765,3.253734037,0.749208772,0.462162392,0.864409561,-5.439628539,ZNF720
PLEK2,-0.035848199,3.276106463,0.748593001,0.46252559,0.864757713,-5.440046068,PLEK2
PUM3,-0.129974122,5.089779237,0.748522023,0.462567465,0.864757713,-5.440094174,PUM3
CYP4F12,0.04245305,3.204113162,-0.748498014,0.462581631,0.864757713,-5.440110446,CYP4F12
DCLRE1B,-0.04409707,3.307832875,0.748455164,0.462606913,0.864757713,-5.440139485,DCLRE1B
SPN,-0.16403516,7.567894973,0.748427877,0.462623013,0.864757713,-5.440157977,SPN
URB2,0.089250076,3.867219203,-0.748402899,0.462637751,0.864757713,-5.440174903,URB2
MAPRE3,0.035681988,3.179541103,-0.748389515,0.462645648,0.864757713,-5.440183972,MAPRE3
SLC26A1,0.045027486,3.343388052,-0.748340222,0.462674735,0.864757713,-5.440217373,SLC26A1
KLHL10,-0.028396698,3.129463741,0.748194561,0.462760691,0.864842151,-5.440316061,KLHL10
SRGAP2,0.084841435,4.055662495,-0.748122823,0.462803028,0.864845062,-5.440364659,SRGAP2
MIR181B2,0.034241246,3.20285369,-0.747855233,0.462960969,0.864986435,-5.440545893,MIR181B2
DZIP1L,-0.109065311,4.114627077,0.747791551,0.462998561,0.864986435,-5.440589014,DZIP1L
TTLL6,0.041237304,3.276003283,-0.74760798,0.463106936,0.864986435,-5.440713298,TTLL6
MANEA,-0.04152471,3.381828217,0.747393158,0.463233779,0.864986435,-5.440858703,MANEA
RPL28,-0.170791339,7.152924254,0.747344836,0.463262314,0.864986435,-5.440891405,RPL28
TP53,-0.050309127,3.37212334,0.747330274,0.463270913,0.864986435,-5.44090126,TP53
JAK3,0.039026305,3.254098133,-0.747299137,0.463289301,0.864986435,-5.440922331,JAK3
EPN1,-0.206251495,5.096766966,0.7471721,0.463364325,0.864986435,-5.441008289,EPN1
KCNE3,0.040540476,3.268510334,-0.747161584,0.463370536,0.864986435,-5.441015403,KCNE3
KLHL17,0.065856581,3.789509418,-0.747124481,0.46339245,0.864986435,-5.441040506,KLHL17
KCNH1,0.035377127,3.230010751,-0.747114168,0.463398541,0.864986435,-5.441047483,KCNH1
TNFRSF19,-0.166372487,4.93166339,0.747025317,0.463451021,0.864986435,-5.44110759,TNFRSF19
HIST1H2AE,0.070645926,3.746442343,-0.747005533,0.463462707,0.864986435,-5.441120973,HIST1H2AE
SNORD12B,0.054376522,3.294555737,-0.746837382,0.463562037,0.864986435,-5.441234706,SNORD12B
PGAM1,-0.130982261,8.763237427,0.746812184,0.463576922,0.864986435,-5.441251747,PGAM1
TTC39A,0.035898826,3.198140494,-0.74679156,0.463589106,0.864986435,-5.441265694,TTC39A
TBX18,0.043006418,3.364756634,-0.746729249,0.46362592,0.864986435,-5.441307832,TBX18
KRTAP1-5,0.037582348,3.267635327,-0.746711571,0.463636364,0.864986435,-5.441319785,KRTAP1-5
TCF4,-0.075643326,3.445110041,0.746633072,0.463682743,0.864986435,-5.441372863,TCF4
ITPR2,0.038438139,3.354689947,-0.746613348,0.463694397,0.864986435,-5.441386199,ITPR2
PDZD3,0.041635874,3.269533948,-0.746471499,0.463778214,0.865066699,-5.441482096,PDZD3
C2orf83,0.040794441,3.194928708,-0.74637787,0.463833543,0.865093817,-5.441545384,C2orf83
DMGDH,-0.047217857,3.251417293,0.746129455,0.463980361,0.865274148,-5.441713263,DMGDH
LINC01597,-0.041932942,3.373824664,0.746076216,0.46401183,0.865274148,-5.441749235,LINC01597
RRP12,0.104337334,3.965839408,-0.745914569,0.464107385,0.865376246,-5.441858441,RRP12
COPS7A,-0.17008287,5.838566773,0.745715182,0.464225266,0.865470608,-5.441993112,COPS7A
FAM189B,-0.119299792,5.024164284,0.745690923,0.464239609,0.865470608,-5.442009495,FAM189B
NBPF15,0.037894103,3.207730004,-0.745562681,0.464315439,0.86553589,-5.442096093,NBPF15
MIR200A,-0.056349484,3.372926959,0.745488945,0.464359042,0.865541094,-5.442145878,MIR200A
UNC119,-0.131944763,4.891552906,0.745216076,0.464520424,0.865731289,-5.442330073,UNC119
FAM122C,0.044441439,3.268377029,-0.745098883,0.464589745,0.865731289,-5.442409163,FAM122C
FAM111B,-0.038122695,3.311863105,0.745029678,0.464630683,0.865731289,-5.442455862,FAM111B
ATRAID,0.150535676,7.339406714,-0.744983694,0.464657886,0.865731289,-5.442486889,ATRAID
OR4A15,0.041877526,3.2339477,-0.744971355,0.464665186,0.865731289,-5.442495214,OR4A15
YTHDF2,-0.1426789,4.899629649,0.744873217,0.464723246,0.865753147,-5.442561425,YTHDF2
VSTM5,0.044453671,3.326673959,-0.744813527,0.464758562,0.865753147,-5.442601691,VSTM5
SNORD49A,0.105799041,3.702082679,-0.744589673,0.46489102,0.865921449,-5.442752676,SNORD49A
TBCEL,-0.048464993,3.318249875,0.744454971,0.464970736,0.865921449,-5.442843509,TBCEL
OTP,0.047871737,3.473379725,-0.744453848,0.464971401,0.865921449,-5.442844266,OTP
TRAIP,0.055871361,3.428329472,-0.744328385,0.465045657,0.865983694,-5.442928855,TRAIP
DDC-AS1,0.043846799,3.298674275,-0.744038351,0.465217342,0.866039153,-5.443124348,DDC-AS1
MRPL58,-0.141069816,6.60138939,0.744021899,0.465227083,0.866039153,-5.443135435,MRPL58
SH2D4B,-0.037239744,3.136129139,0.743967265,0.465259428,0.866039153,-5.443172252,SH2D4B
LSM10,0.158794125,5.972616283,-0.74383467,0.465337934,0.866039153,-5.443261594,LSM10
RORB,0.042614677,3.182781569,-0.743810937,0.465351987,0.866039153,-5.443277583,RORB
CASC16,0.036750302,3.299869514,-0.743776985,0.46537209,0.866039153,-5.443300457,CASC16
ZNF780A,0.037057997,3.186052138,-0.743726267,0.465402123,0.866039153,-5.443334624,ZNF780A
CAMTA2,0.039791586,3.248966569,-0.743612259,0.465469636,0.866039153,-5.443411419,CAMTA2
LIMD1,0.034858632,3.17151457,-0.743523957,0.465521931,0.866039153,-5.443470892,LIMD1
VWDE,-0.045337657,3.277418926,0.743500697,0.465535707,0.866039153,-5.443486556,VWDE
DERL2,-0.138106811,6.818463019,0.743447053,0.465567478,0.866039153,-5.443522682,DERL2
DGKK,-0.043921914,3.167004678,0.743405179,0.46559228,0.866039153,-5.44355088,DGKK
TMEM198,0.042257559,3.354332728,-0.743334218,0.465634311,0.866039153,-5.44359866,TMEM198
PWAR5,-0.049165404,3.230777347,0.74324048,0.465689837,0.866039153,-5.443661771,PWAR5
MTMR7,0.038762152,3.230140398,-0.743100175,0.465772955,0.866039153,-5.443756221,MTMR7
